Timestamp,difficulty
2/12/15 23:00,44455415962
2/15/15 23:00,44455415962
2/18/15 23:00,44455415962
2/21/15 23:00,44455415962
2/24/15 23:00,46684376317
2/27/15 23:00,46684376317
3/2/15 23:00,46684376317
3/5/15 23:00,46684376317
3/9/15 0:00,47427554951
3/12/15 0:00,47427554951
3/15/15 0:00,47427554951
3/18/15 0:00,47427554951
3/21/15 0:00,47427554951
3/24/15 0:00,46717549645
3/27/15 0:00,46717549645
3/30/15 0:00,46717549645
4/2/15 0:00,46717549645
4/5/15 0:00,49446390688
4/8/15 0:00,49446390688
4/11/15 0:00,49446390688
4/14/15 0:00,49446390688
4/17/15 0:00,49446390688
4/20/15 0:00,49446390688
4/23/15 0:00,47610564513
4/26/15 0:00,47610564513
4/29/15 0:00,47610564513
5/2/15 0:00,47610564513
5/5/15 0:00,47643398018
5/8/15 0:00,47643398018
5/11/15 0:00,47643398018
5/14/15 0:00,47643398018
5/17/15 0:00,48807487245
5/20/15 0:00,48807487245
5/23/15 0:00,48807487245
5/26/15 0:00,48807487245
5/29/15 0:00,48807487245
6/1/15 0:00,48807487245
6/4/15 0:00,47589591154
6/7/15 0:00,47589591154
6/10/15 0:00,47589591154
6/13/15 0:00,47589591154
6/16/15 0:00,49692386355
6/19/15 0:00,49692386355
6/22/15 0:00,49692386355
6/25/15 0:00,49692386355
6/28/15 0:00,49692386355
7/1/15 0:00,49402014931
7/4/15 0:00,49402014931
7/7/15 0:00,49402014931
7/10/15 0:00,49402014931
7/13/15 0:00,51076366303
7/16/15 0:00,51076366303
7/19/15 0:00,51076366303
7/22/15 0:00,51076366303
7/25/15 0:00,52278304846
7/28/15 0:00,52278304846
7/31/15 0:00,52278304846
8/3/15 0:00,52278304846
8/6/15 0:00,52278304846
8/9/15 0:00,52699842409
8/12/15 0:00,52699842409
8/15/15 0:00,52699842409
8/18/15 0:00,52699842409
8/21/15 0:00,52699842409
8/24/15 0:00,54256630328
8/27/15 0:00,54256630328
8/30/15 0:00,54256630328
9/2/15 0:00,54256630328
9/5/15 0:00,56957648455
9/8/15 0:00,56957648455
9/11/15 0:00,56957648455
9/14/15 0:00,56957648455
9/17/15 0:00,56957648455
9/20/15 0:00,59335351234
9/23/15 0:00,59335351234
9/26/15 0:00,59335351234
9/29/15 0:00,59335351234
10/2/15 0:00,60813224039
10/5/15 0:00,60813224039
10/8/15 0:00,60813224039
10/11/15 0:00,60813224039
10/14/15 0:00,60813224039
10/17/15 0:00,60883825480
10/20/15 0:00,60883825480
10/23/15 0:00,60883825480
10/26/15 0:00,60883825480
10/29/15 0:00,62253982450
11/1/15 0:00,62253982450
11/3/15 23:00,62253982450
11/6/15 23:00,62253982450
11/9/15 23:00,62253982450
11/12/15 23:00,65848255180
11/15/15 23:00,65848255180
11/18/15 23:00,65848255180
11/21/15 23:00,65848255180
11/24/15 23:00,72722780643
11/27/15 23:00,72722780643
11/30/15 23:00,72722780643
12/3/15 23:00,72722780643
12/6/15 23:00,79102380900
12/9/15 23:00,79102380900
12/12/15 23:00,79102380900
12/15/15 23:00,79102380900
12/18/15 23:00,93448670796
12/21/15 23:00,93448670796
12/24/15 23:00,93448670796
12/27/15 23:00,93448670796
12/30/15 23:00,1.0388E+11
1/2/16 23:00,1.0388E+11
1/5/16 23:00,1.0388E+11
1/8/16 23:00,1.0388E+11
1/11/16 23:00,1.0388E+11
1/14/16 23:00,1.13354E+11
1/17/16 23:00,1.13354E+11
1/20/16 23:00,1.13354E+11
1/23/16 23:00,1.13354E+11
1/26/16 23:00,1.20033E+11
1/29/16 23:00,1.20033E+11
2/1/16 23:00,1.20033E+11
2/4/16 23:00,1.20033E+11
2/7/16 23:00,1.44116E+11
2/10/16 23:00,1.44116E+11
2/13/16 23:00,1.44116E+11
2/16/16 23:00,1.44116E+11
2/19/16 23:00,1.63492E+11
2/22/16 23:00,1.63492E+11
2/25/16 23:00,1.63492E+11
2/28/16 23:00,1.63492E+11
3/2/16 23:00,1.63492E+11
3/5/16 23:00,1.58427E+11
3/8/16 23:00,1.58427E+11
3/11/16 23:00,1.58427E+11
3/15/16 0:00,1.58427E+11
3/18/16 0:00,1.65497E+11
3/21/16 0:00,1.65497E+11
3/24/16 0:00,1.65497E+11
3/27/16 0:00,1.65497E+11
3/30/16 0:00,1.65497E+11
4/2/16 0:00,1.66852E+11
4/5/16 0:00,1.66852E+11
4/8/16 0:00,1.66852E+11
4/11/16 0:00,1.66852E+11
4/14/16 0:00,1.78678E+11
4/17/16 0:00,1.78678E+11
4/20/16 0:00,1.78678E+11
4/23/16 0:00,1.78678E+11
4/26/16 0:00,1.78678E+11
4/29/16 0:00,1.78659E+11
5/2/16 0:00,1.78659E+11
5/5/16 0:00,1.78659E+11
5/8/16 0:00,1.78659E+11
5/11/16 0:00,1.90503E+11
5/14/16 0:00,1.94255E+11
5/17/16 0:00,1.94255E+11
5/20/16 0:00,1.94255E+11
5/23/16 0:00,1.94255E+11
5/26/16 0:00,1.99312E+11
5/29/16 0:00,1.99312E+11
6/1/16 0:00,1.99312E+11
6/4/16 0:00,1.99312E+11
6/7/16 0:00,1.99312E+11
6/10/16 0:00,1.96061E+11
6/13/16 0:00,1.96061E+11
6/16/16 0:00,1.96061E+11
6/19/16 0:00,1.96061E+11
